DATAFLOW,LAST UPDATE,freq,unit,tra_infr,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,BE,2004,1349,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,BE,2005,1349,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,BE,2006,1349,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,BE,2007,1349,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,BE,2008,1349,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,BE,2009,1349,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,BE,2010,1349,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,BG,1990,3798,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,1990,18278,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,1991,18275,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,1992,18297,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,1993,18318,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,1994,18326,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,1995,18238,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,1996,18224,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,1997,18276,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,1998,18176,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,1999,18110,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2000,18097,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2001,18115,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2002,18048,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2003,18088,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2004,18117,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2005,18094,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2006,18117,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2007,18160,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2008,18112,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2009,18053,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2010,18040,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2011,17997,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2012,17983,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2013,17896,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2014,17916,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2015,17868,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2016,17852,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2017,17831,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2018,17816,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2019,17772,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2020,17278,b
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CH,2021,17219,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,1994,2451,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,1995,2456,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,1996,2448,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,1997,2493,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,1998,2502,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,1999,2520,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2000,2532,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2001,2538,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2002,2553,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2003,2571,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2004,2641,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2005,2650,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2006,2702,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2007,2711,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2008,2745,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2009,2744,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2010,2753,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2011,2301,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2012,2307,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2013,2303,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2014,2304,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2015,2308,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2016,2308,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2017,2324,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2018,2358,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2019,2394,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2020,2431,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CY,2021,2461,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CZ,2003,48808,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CZ,2004,48797,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CZ,2005,48792,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CZ,2006,48778,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CZ,2007,48736,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CZ,2008,48753,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CZ,2009,48791,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CZ,2010,48763,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CZ,2011,48743,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CZ,2012,48715,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CZ,2013,48736,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CZ,2014,48739,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CZ,2015,48717,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CZ,2016,48727.272,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CZ,2017,48692,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CZ,2018,48674,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CZ,2019,48666,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CZ,2020,48685,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,CZ,2021,48692,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1979,131981,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1980,132296,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1981,132350,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1982,132815,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1983,133074,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1984,133362,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1985,133518,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1986,133673,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1987,133776,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1988,133823,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1989,133976,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1990,173053,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1991,173204,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1992,173623,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1993,174125,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1994,175691,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1995,175970,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1996,178343,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1997,178346,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1998,177852,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,1999,177899,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2000,177780,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2001,177834,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2002,178298,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2003,178237,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2004,178324,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2005,178134,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2006,178117,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2007,178172,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2008,178151,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2009,178269,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2010,178253,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2011,178184,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2012,178034,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2013,178071,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2014,178281,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2015,178786,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2016,178906,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2017,178876,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2018,178806,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2019,178751,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2020,178703,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DE,2021,178622,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1979,6840,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1980,6897,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1981,6925,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1982,6951,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1983,6948,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1984,6990,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1985,7049,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1986,7082,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1987,7089,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1988,7089,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1990,7037,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1991,7102,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1992,7056,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1993,7017,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1994,7053,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1995,7050,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1996,7043,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1997,9941,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1998,9949,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,1999,9955,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,2000,9986,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,2001,9988,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,2002,9952,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,2006,9701,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,2020,0,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,DK,2021,0,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,1993,29071,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,1994,29071,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,1995,28833,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,1996,28800,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,1997,27754.3,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,1998,33049.5,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,1999,34005.5,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2000,34977.3,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2001,35603.4,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2002,36441,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2003,37188,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2004,37209,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2005,38052,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2006,38077,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2007,38489,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2008,38777,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2009,41930,u
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2010,23514,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2011,23647,u
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2012,23901,u
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2013,23939,u
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2014,23955,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2015,23833,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2016,23944,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2017,23970,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2018,24002,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2019,24060,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2020,23920,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EE,2021,23515,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EL,1979,28375,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EL,1980,28586,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EL,1981,28699,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EL,1982,28586,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EL,1983,28690,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EL,1984,31277,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EL,1985,31272,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EL,1986,31292,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EL,1987,31290,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EL,1988,31301,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EL,1989,31235,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EL,1990,31235,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EL,1991,31228,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EL,1992,31228,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EL,1993,29107,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,EL,1994,29107,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,1982,5863,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,1983,7172,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,1984,70742,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,1985,74734,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,1986,74759,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,1987,74474,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,1988,71266,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,1989,71114,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,1990,71063,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,1991,71502,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,1992,70397,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,1993,70626,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,1994,71547,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,1995,71377,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,1996,70905,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,1997,71095,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,1998,69373,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,1999,69521,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2000,69259,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2001,69167,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2002,67969,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2003,68644,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2004,68826,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2005,68744,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2006,68974,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2007,68576,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2008,68292,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2009,68241,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2010,68595,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2011,68860,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2012,68384,d
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2013,67972,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2014,68194,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2015,68113,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2016,68055,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2017,68067,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2018,68051,
ESTAT:ROAD_IF_ROADSC(1.0),05/07/23 23:00:00,A,KM,RD_PRO,ES,2019,67904.291,
